project UUID;name;count;state
[ACB80718-5DA9-42FE-99ED-08CA3ABEDFD9];[Ecuador—Registros de la Iglesia Católica, 1615–1996 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/ACB80718-5DA9-42FE-99ED-08CA3ABEDFD9/overview];1;ACTIVE
[B950A793-D1DD-4406-A5E3-1A14E6695829];[Italia (Antenati Italiani), Palermo—Morti, 1820–1865 \[Parte B\]|https://www.familysearch.org/indexing/admin-new/#/projects/B950A793-D1DD-4406-A5E3-1A14E6695829/overview];1;ACTIVE
[61CDA3DF-1DE4-4793-93B5-5B7E6C6F1361];[Italia (Antenati Italiani), Chieti—Matrimoni, 1809–1930 \[Parte I\]|https://www.familysearch.org/indexing/admin-new/#/projects/61CDA3DF-1DE4-4793-93B5-5B7E6C6F1361/overview];1;ACTIVE
[B6B04CC6-28A3-40B2-B906-71AFD0B6528B];[US, Texas—Alien Arrivals at Various Ports, 1906–1953|https://www.familysearch.org/indexing/admin-new/#/projects/B6B04CC6-28A3-40B2-B906-71AFD0B6528B/overview];1;ACTIVE
[AE034C04-1373-4014-AC14-3983765B9880];[Ecuador, Cuenca—Registros Parroquiales, 1786–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/AE034C04-1373-4014-AC14-3983765B9880/overview];1;READY_FOR_DELIVERY
[5424424A-9832-4749-BC4E-7DEDB2078FDC];[US, New York—County Naturalization Records, 1792–1976 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/5424424A-9832-4749-BC4E-7DEDB2078FDC/overview];1;READY_FOR_DELIVERY
[F7E37B4F-6814-4843-9824-C0555BFF7F3F];[US, Texas, Cooke County—Probate Records, 1849–1982|https://www.familysearch.org/indexing/admin-new/#/projects/F7E37B4F-6814-4843-9824-C0555BFF7F3F/overview];1;READY_FOR_DELIVERY
[C4F542D4-BE18-416A-B38B-9BE31ADA5FE9];[South Africa, Cape Province—Death Notices, 1834–1989 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/C4F542D4-BE18-416A-B38B-9BE31ADA5FE9/overview];2;READY_FOR_DELIVERY
[4104188D-600D-442F-BFF0-64E4E333864B];[US, Iowa—Old Age Assistance Records, 1934–1946 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/4104188D-600D-442F-BFF0-64E4E333864B/overview];1;READY_FOR_DELIVERY
[4F02B9D9-1261-4C3E-AE4A-D6F57446986D];[Brasil, São Paulo—Cartões de Imigração, 1938–1980 \[Parte 2J\]|https://www.familysearch.org/indexing/admin-new/#/projects/4F02B9D9-1261-4C3E-AE4A-D6F57446986D/overview];1;READY_FOR_DELIVERY
[6FA7785F-2E5A-4F49-BDA2-006889DBCDCD];[US (Quick Batch), Illinois, Cook County—Marriages, 1921–1964 \[Part M\]|https://www.familysearch.org/indexing/admin-new/#/projects/6FA7785F-2E5A-4F49-BDA2-006889DBCDCD/overview];2;READY_FOR_DELIVERY
[BF756A9A-DAAB-419D-9C81-3F60D0BEC079];[US (Quick Batch), Minnesota—County Death Records, 1850–1999 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/BF756A9A-DAAB-419D-9C81-3F60D0BEC079/overview];1;READY_FOR_DELIVERY
[2566FC70-C54E-41DA-A384-8DECE190F8D7];[US, Illinois—World War I Draft Registration Cards, 1917–1918 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/2566FC70-C54E-41DA-A384-8DECE190F8D7/overview];1;READY_FOR_DELIVERY
[88FA91C6-B479-4602-9D1C-86019C0896F7];[US—Freedmen’s Bureau, Hospital Records, 1865–1872 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/88FA91C6-B479-4602-9D1C-86019C0896F7/overview];1;READY_FOR_DELIVERY
[EB663007-5FE1-4DD4-878F-1829B3E08D3A];[Chile—Registros de cementerios, 1880–2015 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/EB663007-5FE1-4DD4-878F-1829B3E08D3A/overview];1;READY_FOR_DELIVERY
[9F551B7B-D283-4E0C-8D1D-E3107EC837EC];[Venezuela, Archdiocese of Valencia—Catholic Church Records, 1924—2014 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/9F551B7B-D283-4E0C-8D1D-E3107EC837EC/overview];1;ACTIVE
[DAA0FAD2-D330-4708-93F9-095721623C1A];[US, New Jersey—Naturalization Records, 1796–1991 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/DAA0FAD2-D330-4708-93F9-095721623C1A/overview];1;READY_FOR_DELIVERY
[9FC323A4-31F6-4254-8AD6-E4D40437C088];[US, Arizona—Various County Divorce Records, 1877–1937|https://www.familysearch.org/indexing/admin-new/#/projects/9FC323A4-31F6-4254-8AD6-E4D40437C088/overview];1;ACTIVE
[1BE40866-7753-41B6-B272-FCF12C4D16BC];[US, Illinois, Cook County—Marriages, 1921–1949 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/1BE40866-7753-41B6-B272-FCF12C4D16BC/overview];1;READY_FOR_DELIVERY
