dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
102016408;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[951DBB6C-BCA3-45AA-88F8-53D996FD3684|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/951DBB6C-BCA3-45AA-88F8-53D996FD3684/batches/list] \\ [951DBB6C-BCA3-45AA-88F8-53D996FD3684|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/951DBB6C-BCA3-45AA-88F8-53D996FD3684/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016409;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[C817F25B-FC5C-4D7F-B885-2BE02F0569E6|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/C817F25B-FC5C-4D7F-B885-2BE02F0569E6/batches/list] \\ [C817F25B-FC5C-4D7F-B885-2BE02F0569E6|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/C817F25B-FC5C-4D7F-B885-2BE02F0569E6/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016411;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[DCEF063A-10B3-4B6B-81E1-D7AC496D3BCB|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/DCEF063A-10B3-4B6B-81E1-D7AC496D3BCB/batches/list] \\ [DCEF063A-10B3-4B6B-81E1-D7AC496D3BCB|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/DCEF063A-10B3-4B6B-81E1-D7AC496D3BCB/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016412;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[1E6B41B0-335A-4A91-82AE-600384B51FE8|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/1E6B41B0-335A-4A91-82AE-600384B51FE8/batches/list] \\ [1E6B41B0-335A-4A91-82AE-600384B51FE8|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/1E6B41B0-335A-4A91-82AE-600384B51FE8/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016413;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[36FEFEED-1953-4916-9078-A5BCFE5B2998|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/36FEFEED-1953-4916-9078-A5BCFE5B2998/batches/list] \\ [36FEFEED-1953-4916-9078-A5BCFE5B2998|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/36FEFEED-1953-4916-9078-A5BCFE5B2998/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016415;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[19F28ACC-F86C-498C-B40B-2A1E954E58DA|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/19F28ACC-F86C-498C-B40B-2A1E954E58DA/batches/list] \\ [19F28ACC-F86C-498C-B40B-2A1E954E58DA|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/19F28ACC-F86C-498C-B40B-2A1E954E58DA/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016416;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[0A2AA445-3511-4549-8CA1-0867E3D40E3F|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/0A2AA445-3511-4549-8CA1-0867E3D40E3F/batches/list] \\ [0A2AA445-3511-4549-8CA1-0867E3D40E3F|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/0A2AA445-3511-4549-8CA1-0867E3D40E3F/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016417;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[996B2184-F87F-4915-99A2-C3B7DBEF20D7|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/996B2184-F87F-4915-99A2-C3B7DBEF20D7/batches/list] \\ [996B2184-F87F-4915-99A2-C3B7DBEF20D7|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/996B2184-F87F-4915-99A2-C3B7DBEF20D7/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016419;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[1FB3EDAE-CC9F-4814-BA96-8964203289F5|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/1FB3EDAE-CC9F-4814-BA96-8964203289F5/batches/list] \\ [1FB3EDAE-CC9F-4814-BA96-8964203289F5|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/1FB3EDAE-CC9F-4814-BA96-8964203289F5/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
102016420;17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX \\ 17-0553: Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview] \\ [US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];[18766BFD-65E8-4F4B-8C94-89D73739DAA8|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/manage/18766BFD-65E8-4F4B-8C94-89D73739DAA8/batches/list] \\ [18766BFD-65E8-4F4B-8C94-89D73739DAA8|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/manage/18766BFD-65E8-4F4B-8C94-89D73739DAA8/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
